Id;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence
66251;1;0;1;1;2;4;9;21;51;127;323
66254;139;181;241;283;421;467;811;829;953;1021;1051
66255;0;1;2;3;4;5;6;1;1;2;3
66256;1;2;7;32;175;1080;0;0;0;0;0
66257;1;1;2;6;24;120;720;5040;720;5760;12240
66259;1;2;6;21;74;253;840;2728;8719;27541;86221
66261;1;3;5;7;10;13;17;22;27;33;40
66262;131;151;181;191;1231;1291;1321;1361;1381;1451;1471
66263;0;0;0;0;0;0;1;1;1;1;1
66264;7;5;3;89;83;71;59;53;47;41;29
66265;29;53;92;126;204;281;333;489;573;816;1169
66266;2;17;33;48;82;113;244;257;259;288;324
66268;1;1;5;60;1539;82539;9208086;2123763546;1005500000000;971131000000000;1903910000000000000
66269;1;3;90;30240;123379200;6462310000000;4516380000000000000;43295800000000000000000000;5810970000000000000000000000000000;11092400000000000000000000000000000000000000;0
66270;1;7;85;2369;127796;11417607;1536493698;292107000000;74862800000000;24954400000000000;10517100000000000000
66272;1;0;0;2;4;0;16;0;4;80;192
66273;1;2;4;4;12;24;48;96;196;368;760
66274;0;2;6;12;28;56;120;240;480;960;1984
66275;1;19;73;-9557;-244655;6361219;473166361;-2002025573;-991942000000;-14234200000000;2300660000000000
66277;3;4;5;6;7;9;10;11;13;14;15
66279;1;4;2;7;3;9;10;13;5;15;6
66283;3;59;227;283;563;619;787;1123;1291;1459;1571
66284;4;2;1;2;1;1;1;6;3;2;1
66286;640;672;705;738;770;803;835;868;900;933;966
66291;0;132;2295;2859;3535;15792;19060;22984;94363;113407;136275
66293;0;1;2;3;5;8;13;21;34;55;89
66294;1;9;360;9000;7000;343000;8232000;666792000;7334712000;887500000000;11537500000000
66297;5;9696;19781;199898;0;0;0;0;0;0;0
66298;1;2;4;10;26;78;246;844;3062;11782;47664
66301;1;2;2;3;4;4;4;8;14;8;5
66303;37;2803;47685;1521573;56562977;1908431611;0;0;0;0;0
66304;0;1;28;783;21896;612305;17122644;478821727;13389885712;374438000000;10470900000000
66305;1;2;4;6;7;10;11;16;17;18;19
66308;0;0;0;0;1;2;3;4;5;5;6
66309;0;1;5;13;42;73;189;271;572;661;1365
66310;7;115248;4648740000000;450408000000000000000000;104779000000000000000000000000000000000;58523600000000000000000000000000000000000000000000000000;78484200000000000000000000000000000000000000000000000000000000000000000000000;252710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;0
66311;1;2;0;2;1;0;1;2;1;0;1
66313;8;104;36706;57182858;1769141740;0;0;0;0;0;0
66318;1;1;2;1;2;3;1;2;4;5;1
66320;44;144;244;344;404;414;424;434;440;441;442
66324;16;256;1152;5371;21145;86255;366330;1520815;6276388;26127518;108694123
66327;1;7;38;219;1300;7781;46662;279943;1679624;10077705;60466186
66334;30;70;286;646;1798;3135;3526;3570;6279;7198;8855
66335;0;1;2;4;7;8;11;13;14;15;16
66338;1;0;0;1;0;1;1;0;2;1;1
66341;4;900;295264;54113236;10523263424;2184410000000;446454000000000;90637100000000000;18447500000000000000;3757680000000000000000;765103000000000000000000
66343;0;0;0;0;1;3;8;20;48;112;255
66344;1;7;4;1;1;0;1;1;2;6;5
66345;1;0;1;0;0;0;0;0;0;0;-1
66348;2;3;7;11;13;17;19;23;71;71;83
66349;0;1;2;2;3;4;5;5;6;7;8
66350;6;30;80;40;12;84;66;78;102;6;28
66351;1;1;1;1;1;1;1;3;9;19;33
66353;12;48;144;384;960;2304;5376;12288;27648;61440;135168
66355;2;1;4;6;10;8;12;16;14;24;30
66356;2;8;8;4;4;9;9;1;4;0;6
66358;143;3;16;2;6;1;5;9;4;8;12
66359;5;10;11;13;20;21;22;23;26;27;29
66361;9;10;3;5;4;7;6;16;1;2;6
66362;28;29;202;837;2713;6263;8976;24215;33191;90597;304982
66363;1;5;205;505;20705;40505;168305;408545;1342505;1660705;2084645
66365;2;9;10;8;18;27;26;20;24;25;43
66366;1;1;4;42;704;16300;482112;17366776;737738752;36109329552;2001100000000
66369;0;0;0;11;38;88;198;0;0;0;0
66373;1;1;14;426;24024;2170680;287250480;52370755920;12585100000000;3854800000000000;1465960000000000000
66374;1;2;2;3;3;4;5;5;6;7;7
66375;0;1;7;8;14;15;21;22;28;29;35
66376;1;1;7;33;223;1753;14391;137137;1382383;14981673;174494983
66379;1;7;8;16;16;19;22;31;39;47;54
66383;4;8;12;12;15;16;20;24;24;21;24
66386;2;1;7;1;1;1;12;13;1;10;4
66387;2;1;2;2;2;2;2;6;3;3;6
66389;1;1;2;4;11;29;96;298;1054;3583;13186
66391;1;1;1;7;192;82355;653502972;110826000000000;479733000000000000000;62082200000000000000000000000;275573000000000000000000000000000000000
66393;2;11;13;19;31;37;73;79;97;101;103
66394;1;3;9;63;555;6303;87381;1434891;27272727;589486923;14288622513
66395;362880;362880;181440;60480;15120;3024;504;72;9;0;0
66399;1;1;1;1;6;1;1;11;1;1;23
66401;2;7;34;743;1546;598078;6027057;10163241031;242408000000;0;0
66402;0;27;210;822;2328;5433;11130;20748;36000;59031;92466
66404;1;3;28;504;26520;3090528;690908400;432222000000;543025000000000;1255550000000000000;6002950000000000000000
66405;1;1;2;3;11;47;152;199;351;550;14651
66406;1;2;3;4;6;7;9;10;12;15;18
66408;30;30;30;35;33;39;34;38;322;319;310
66409;26;676;4374;16872;49130;119580;256774;502416;914778;1572500;2578774
66413;31;79;127;223;271;367;463;607;751;991;1039
66414;3;11;13;17;29;227;283;491;647;739;953
66415;0;1;2;3;4;5;12;13;14;17;27
66421;1;-1;1;1;-2;1;-2;5;-4;1;9
66423;15728;611694;26010268;1076391970;43934005004;1810460000000;74300200000000;3054050000000000;125446000000000000;5154690000000000000;211766000000000000000
66427;0;1;1;3;4;5;5;8;10;12;13
66428;0;0;1;3;5;5;0;1;3;5;5
66429;0;3;1;1;1;1;2;3;9;27;81
66436;1;0;0;1;0;1;0;1;1;1;1
66437;1;1;1;2;3;1;3;8;6;1;5
66441;1;1;-1;-8;-2;1;60;64;3;-1;1232
66442;38;148;330;584;910;1308;1778;2320;2934;3620;4378
66443;9394;66924;572940;5002208;43812822;386981422;3423531924;30374643896;269699000000;2394700000000;21289900000000
66444;2;6;12;20;30;43;0;0;0;0;0
66445;1;50;1578;40882;958647;21345832;463651797;9986466020;215546000000;4694860000000;0
66446;1;2;2;2;2;2;2;2;2;2;2
66447;1;2;4;6;10;16;30;56;110;208;396
66448;1;4;4;27;4;256;4;256;27;256;4
66449;1;4;6;12;30;24;42;48;54;120;110
66451;3;7;29;41;43;47;53;61;73;89;97
66453;0;1;-3;12;-66;480;-4368;47712;-608016;8855040;-145083648
66454;473586;987762;2458590;6990906;21960366;74549082;269462670;0;0;0;0
66455;1;192;28383;3756574;467484765;55931212956;6511390000000;742967000000000;83479400000000000;100267000000000000000;0
66457;8;4;2;2;1;1;1;1;0;0;0
66458;1;1;4;9;13;22;35;232;267;499;766
66459;14;76;280;1240;4978;21626;91058;393660;1686980;7309386;31632968
66466;1;0;6;13;49;99;304;544;1323;2375;4924
66467;2;1;1;3;6;8;12;21;35;55;88
66469;2;7;17;23;31;41;47;71;73;79;89
66471;5;11;101;191;1871;2081;3251;3461;15641;15731;397541
66472;32;40;48;56;60;65;71;0;0;0;0
66475;124;1096;9712;86744;775096;6933120;62007896;554698328;4961776976;44385441816;397039000000
66477;2016;5912192;19855042560;70577400000000;258889000000000000;968823000000000000000;3676120000000000000000000;14091200000000000000000000000;54435500000000000000000000000000;0;0
66481;1;4;2;5;3;10;13;11;6;15;7
66483;0;1;0;1;1;0;1;1;1;0;0
66486;0;0;0;0;0;0;0;0;0;0;0
66488;1;363;5230110171;261674000000000000000000000;655010000000000000000000000000000000000000000000000000000000;0;0;0;0;0;0
66490;1;1;5;7;11;15;21;32;44;51;67
66491;1;2;3;4;5;6;7;8;9;10;11
66495;137;431;823;1019;1117;1607;1901;1999;2293;3371;3469
66496;1;51;3391;194851;13130451;950563701;71936181801;5646490000000;455886000000000;37642800000000000;3165890000000000000
66498;1;0;1;6;37;260;2365;24850;301033;4051848;60901145
66499;0;1;3;5;12;14;18;20;30;45;49
66503;1;-30;-90;-1260;-24570;-560196;-14004900;-372130200;-10326613050;-296030000000;-8703270000000
66504;1;0;0;0;3;-40;250;-840;5145;-117360;1667700
66505;24718;29959;9290;11364;11338;18410;47369;133889;481694;1808046;6765672
66510;1;1;1;2;3;8;22;71;93;638;9144
66511;1;2;5;6;11;17;18;39;56;101;105
66512;2;3;8;5;18;14;24;18;50;22;72
66513;2;6;10;12;46;126;148;180;618;928;3406
66514;1;-1;-1;44;-211;-9136;118799;9894884;-368001271;-3949758496;-1062960000000
66515;6;60;66;126;150;156;186;204;246;276;306
66516;3;9;20;61;189;544;1629;4973;15040;45739;140129
66517;1;1;1;1;1;2;1;1;1;2;1
66519;2;3;5;7;13;62;75;378;637;2295;10933
66520;0;0;0;0;0;1;1;1;1;1;2
66521;1;5;31;173;1521;4224;33418;184183;1370009;3798472;26957026
66522;1;2;4;32;288;576;6912;13824;207360;3317760;59719680
66525;1;1;1;2;2;2;2;8;24;24;24
66528;4;54;549;5491;54999;549993;5499997;55000004;549999972;5499999987;54999999998
66529;0;0;1;0;1;0;2;1;4;0;2
66532;1;4;11;20;36;57;78;109;140;176;222
66535;2;16;90;841;5952;43264;393049;4084441;32673396;334012176;3665311664
66536;1;1;2;4;6;10;12;18;23;28;33
66537;1;1;-3;-11;57;361;-2763;-24611;250737;2873041;-36581523
66538;1;1;5;13;59;197;893;3303;15137;59095;273663
66539;121;242;363;484;515;636;757;878;999;10201;11411
66541;468;3868;3868;33322;44596;33322;236576;549414;549414;236576;1820215
66543;1;0;1;2;3;2;1;2;3;2;3
66546;0;2;3;8;13;26;39;41;47;82;85
66547;0;1;2;3;4;5;7;8;9;10;12
66548;4;16;20;24;36;40;56;64;84;100;116
66549;1;2;3;4;5;6;7;8;8;9;9
66550;1;15;20;28;17;19;44;52;29;31;68
66551;0;10;19;59;69;79;89;10548;10677;10833;10911
66552;1024;1327104;1764753408;2356130000000;3147420000000000;4204780000000000000;5617420000000000000000;7504650000000000000000000;10025900000000000000000000000;13394200000000000000000000000000;0
66554;773;3373;3947;4643;5113;6397;6967;7937;15647;16823;24373
66555;23;22;11;23;1;14;4;40;15;6;7
66559;1;1;1;2;2;1;1;2;3;1;2
66561;1;2;4;11;31;122;560;3395;24891;215455;0
66563;12;336;9688;184000;1969212;14039088;75099360;324796176;1192537500;3844187424;11144826264
66564;4084081;5105101;8168161;8678671;9189181;10720711;12762751;13273261;13783771;14804791;18888871
66566;0;18;96;300;720;1470;2688;4536;7200;10890;15840
66567;1;1;5;13;51;179;707;2631;10657;41565;169871
66568;1;-32;8;480;-256;28;-4480;3840;-896;64;29152
66569;0;1;2;3;4;6;7;8;10;12;15
66570;369293;3823867;5364431;5409259;7904521;8309369;9387527;9510341;22038829;27195601;28653263
66572;65537;131074;196611;262148;327685;393222;524296;655370;786444;983055;1048592
66574;0;0;0;0;0;1;0;0;0;0;0
66575;9;2;5;2;6;1;5;7;4;7;5
66578;0;1;2;4;5;8;9;10;12;16;17
66584;10;12;14;16;18;30;32;34;36;38;50
66586;1;2;3;5;1;9;2;8;15;3;21
66590;1;0;8;9;8;1;1;0;2;5;2
66592;1;1;1;1;1;1;1;1;2;2;2
66594;354;723;898;963;978;1394;1569;1634;1649;1938;2003
66597;0;1;2;2;3;8;5;12;19;13;25
66599;1;2;1;3;5;1;9;19;14;2;52
66600;0;0;4;0;0;8;0;0;0;4;0
66601;1;1;1;2;4;8;17;36;79;175;395
66602;99;398;897;1596;2495;3594;4893;6392;8091;9990;12089
66603;1;11;901;524137;373486525;268749000000;193492000000000;139314000000000000;0;0;0
66605;1;1;5;13;63;203;1007;3611;17913;68165;339541
66606;1;3;280;6028059;0;0;0;0;0;0;0
66607;1;4;19;112;751;5404;40573;313408;2471167;19791004;160459069
66611;2;5;18;21;24;27;30;33;36;49;52
66618;1;8;53;352;2345;15624;104093;693504;4620369;30782536;205084165
66622;3;59;563;1571;3083;5099;22739;27779;39371;60539;77171
66623;10000;20000;30000;40000;50000;60000;70000;80000;90000;100000;110000
66624;12;10;7;29;54;29;48;47;25;28;8
66626;0;1;1;11;111;11111;1121111;1112221111;1122220000000;11123300000000000;112233000000000000000
66629;74;174;274;374;474;574;674;740;774;874;974
66632;1;1;2;8;29;166;1023;6922;48311;346543;2522522
66634;1;-2;0;8;-16;0;64;128;-512;-1536;-1024
66635;2;4;16;136;1936;181936;164181936;13616200000000;193614000000000000000;1819360000000000000000000000000;1641820000000000000000000000000000000000000000
66636;1;1;1;2;2;3;3;4;4;5;5
66638;1;37;860;16070;263991;3983007;56583850;768771040;10093501781;129001000000;1613440000000
66639;0;0;2;12;84;640;5430;50988;526568;5940576;72755370
66641;0;4;8;6;0;8;3;8;8;2;9
66642;1;4;29;230;2033;19744;209581;2418226;30173825;405194012;5830108061
66644;45;350;943;1824;2993;4450;6195;8228;10549;13158;16055
66646;24;19656;7625600000000;443426000000000000000000000000000000000;87190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;0;0;0;0
66652;0;1;10;56;240;880;2912;8960;26112;72960;197120
66653;3;3;3;5;3;3;5;3;3;7;3
66654;2;7;9;12;19;26;29;31;38;48;51
66660;1;1;3;19;379;22506;4063437;2303397986;4165680000000;24351100000000000;465232000000000000000
66664;98;918;8643;84828;828804;8066003;78509868;764691186;7447473213;72527899252;706322000000
66674;29;41;85;89;205;481;505;1189;2801;2941;6929
66676;0;0;0;1;0;0;0;2;1;0;0
66677;0;1;3;8;17;37;71;138;252;458;0
66678;6;66;786;954;1446;2142;6282;9426;13158;16194;16314
66681;1;2;3;5;7;9;10;12;13;15;16
66684;6;120960;4136832000;148147000000000;5420220000000000000;200624000000000000000000;7478990000000000000000000000;280135000000000000000000000000000;0;0;0
66688;1;2;5;16;52;208;911;4637;26422;0;0
66689;0;1;2;3;17;34;257;273;289;305;319
66691;1;1;1;1;2;1;1;4;3;1;1
66692;2;6;15;28;55;78;119;152;207;290;341
66693;1691560000000000000000000000;11470600000000000000000000000000000000000000;5722570000000000000000000000000000000000000000000000000;0;0;0;0;0;0;0;0
66695;1;1;3;4;1;6;2;1;8;1;3
66696;1;2;4;6;12;14;28;36;52;58;110
66697;3;103993;833719;4272943;411557987;7809720000000000000000000000000000000000000000;0;0;0;0;0
66699;1;31;318;3605;39851;441912;4896043;54248371;601050906;6659404865;73783381595
66701;6;28;210;2044;22386;257908;3037530;36130444;431733666;5170140388;61978939050
66702;4;7;9;1;2;8;7;8;4;7;4
66703;1;55;121771;5720653;12625478965;593129000000;1309030000000000;61496800000000000;135723000000000000000;6376110000000000000000;14072100000000000000000000
66708;23;33;59;69;95;105;113;119;125;137;138
66712;1;0;12;50;30;90;120;192;204;250;312
66713;8;14;17;18;23;24;26;27;29;32;36
66715;61;461;661;761;1061;1361;1861;2161;2861;3061;3361
66716;2;3;4;5;6;7;8;9;10;11;12
66717;1;7;21;56;147;385;1008;2639;6909;18088;47355
66718;3;1;4;5;35;10;8;26;15;38;20
66719;1;3;2;7;9;4;5;15;6;19;21
66721;1;3;8;33;35;39201;39203;60245500000000;60245500000000;218662000000000000000000000000000000000000;218662000000000000000000000000000000000000
66722;1;4;12;53;237;1306;7537;47913;322253;2297874;17191216
66723;1;2;4;3;6;7;8;16;18;25;32
66724;1;2;6;40;1608;2585680;6685740000000;44699100000000000000000000;1998010000000000000000000000000000000000000000000000;0;0
66726;1;2;3;4;6;5;8;12;10;15;16
66729;4;4;12;24;40;60;84;112;144;180;220
66730;0;24;36;160;380;1332;3616;11828;33764;107240;314028
66734;1;2;3;5;6;7;8;10;11;12;13
66738;36;50;72;114;184;316;544;972;1728;3144;5680
66739;0;1;2;3;6;7;8;9;10;11;12
66742;2;2;3;2;2;3;5;3;2;2;3
66743;0;0;1;2;6;4;2;2;2;5;0
66744;0;1;2;7;33;188;1247;9448;80623;765926;8022139
66748;3;2;1;0;1;2;1;0;1;1;0
66749;1;0;1;1;0;2;11;0;97;354;0
66753;1;29;812;22736;636608;17825024;499100672;13974818816;391295000000;10956300000000;306775000000000
66754;1;3;12;51;222;978;4338;19323;86310;386250;1730832
66756;1;1;1;2;2;3;5;5;5;6;6
66762;21;295;12411;174049;7322469;102688615;4320244299;60586108801;2548940000000;35745700000000;1503870000000000
66763;2;3;5;7;11;13;17;19;79;151;199
66765;1;2;6;10;21;0;0;0;0;0;0
66766;1;1;4;18;120;840;7920;75600;887040;10886400;152409600
66768;20;631;19827;499474;9603489;144262866;1757594146;17915547783;156619000000;1198130000000;8153980000000
66772;1;1;-2;-1;1;-2;-2;1;3;1;0
66773;105;19305;156009;606825;1666665;3728745;7284585;12924009;21335145;33304425;49716585
66774;6;4;12;4;12;4;12;4;12;4;12
66775;1;3;737;1349;0;0;0;0;0;0;0
66777;9;10;9;4;4;1;9;10;9;4;4
66778;3;1;5;3;3;3;3;3;3;9;9
66780;1;7;34;115;298;677;1431;2853;5401;9813;17289
66782;55;444;4411445566;1122780000000;4466220000000;44488700000000;660001000000000;9995570000000000000;11155500000000000000;441156000000000000000;1144120000000000000000
66785;1;1;9;33;113;1393;59521;1585365;62771429;6390256297;1169290000000
66787;2;23;29;41;43;47;61;67;83;89;101
66790;1;2;3;4;5;6;7;8;11;16;23
66793;1;19;127;631;2791;11719;48007;194311;781831;3136519;12564487
66795;1;1;0;1;2;2;0;1;1;2;0
66796;8;46;303;5133;17984;216816;1270607;41146179;420243162;2524038155;36159205628
66798;1;2;3;4;5;6;7;8;14;16;19
66800;0;1;2;7;16;33;62;111;192;325;542
66803;3;11;37;101;9091;9901;333667;909091;99990001;999999000000;10000000000000000
66804;1;2;12;840;1663200;174357000000;1561110000000000000;1754320000000000000000000000;341363000000000000000000000000000000000;15163800000000000000000000000000000000000000000000000;195932000000000000000000000000000000000000000000000000000000000000000
66805;3;4;12;5;60;60;6;210;720;360;7
66808;1;2;3;5;7;11;15;21;29;40;53
66809;1;1;3;4;1;3;5;7;8;1;3
66810;96011;3812030000000000000000000000000;6187970000000000000000000000000;3189730000000000000000000000000000000;0;0;0;0;0;0;0
66811;15;465;4965;49965;499965;4999965;49999965;499999965;4999999965;49999999965;500000000000
66813;13;17;19;31;37;43;61;67;71;73;79
66817;1;2;-640;-55050240;2678770000000000;138029000000000000000000000;-12755100000000000000000000000000000000000;-3319740000000000000000000000000000000000000000000000000000;0;0;0
66819;0;35;80;136;204;285;380;490;616;759;920
66820;1;0;0;0;-3;10;-100;525;-5355;37980;-440550
66821;5;7;29;53;63;88;91;119;403;533;623
66823;1;1;2;4;6;10;16;26;42;68;109
66824;0;0;8;32;88;256;736;2032;5376;14224;36976
66825;1;1;1;2;2;2;3;3;3;4;4
66828;1;21;2211;222111;1422141;4244241;22221111;44241121;124212441;2222211111;222222000000
66830;1;2;2;6;6;6;24;24;24;24;120
66831;1;2;10;152;7684;1352096;852120928;1960590000000;16697200000000000;531802000000000000000;63854100000000000000000000
66832;289;1419857;6975757441;34271900000000;168378000000000000;827240000000000000000;4064230000000000000000000;19967600000000000000000000000;98100700000000000000000000000000;481969000000000000000000000000000000;0
66834;1;3;9;7;6;5;8;9;7;7;4
66835;1;600;182160;16924320;397150800;4632279120;34414027200;187480000000;814930000000;2975480000000;9486480000000
66836;17;73;89;6553;6569;4782961;4782977;3486784393;3486784409;31381059601;1350850000000000000
66838;20;400;6796;112436;1859020;30756756;508916456;8420768936;139333000000;2305470000000;38147200000000
66841;1;1;7;0;1;2;0;9;5;0;0
66843;0;1;4;10;3;7;55;15;9;36;6
66845;1;2;3;11;4;9;5;11;14;9;6
66848;1;2;2;3;5;3;4;10;10;4;5
66849;1;2;3;5;6;12;14;26;37;62;90
66850;3;5;8;13;21;74;95;182;212;413;862
66854;45;221;525;957;1517;2205;3021;3965;5037;6237;7565
66855;3;6;10;14;20;26;34;43;52;63;74
66856;1;2;4;5;6;9;11;12;13;15;16
66860;1;8;27;36;71;134;241;446;821;1508;2775
66863;2;2;7;2;1;7;8;2;2;1;8
66865;4;8;7;14;17;27;42;58;94;137;208
66866;1;3;5;7;11;15;19;25;31;37;45
66868;0;2;5;9;15;21;30;38;50;60;75
66869;1;1;1;3;5;7;15;29;49;95;187
66870;23;22073;67187;79427;10729219;3531580000000;0;0;0;0;0
66871;0;1;0;0;0;-20;8;0;0;20280;-6530
66884;0;64;0;45956;381174;122732982;4330440582;0;0;0;0
66885;0;5;9;75;95;99;375;875;975;995;999
66886;1;2;4;4;5;7;7;11;9;11;11
66887;2;4;8;17;38;94;258;815;3038;13804;78760
66889;57;1062;4545;9517;65040800000000000000000000000000000000;73854500000000000000000000000000000000;78444100000000000000000000000000000000;0;0;0;0
66893;1;1;3;11;35;107;339;1073;3375;10633;33525
66894;1;117;4297;2411993;435104000000;278169000000000000;26236100000000000000000;108822000000000000000000000000;978084000000000000000000000000000000000;0;0
66895;25;27;75;81;121;189;225;275;289;297;343
66896;0;1;10;11;96;100;101;110;960;996;1000
66897;0;7;9;11;13;14;16;17;19;20;21
66898;1;2;17;18;33;34;273;274;289;290;529
66904;1;3;5;7;9;11;13;15;17;19;21
66906;1;2;3;5;7;11;13;19;23;29;33
66908;1;1;2;3;7;14;37;95;285;876;2862
66911;0;4;-14;32;6;-220;794;-1528;1038;4428;-19998
66912;208;373;653;989;1469;2189;2981;4061;5381;6701;8069
66915;4;12;60;420;6420;6060;1021020;19399380;446185740;12939386460;401121000000
66917;1;1;2;2;3;5;3;5;8;13;5
66918;3;2;37;127;347;1087;3109;8419;24317;64553;175211
66920;1;7;25;31;34;271;514;2896;8827;0;0
66921;0;1;-1;5;-24;166;-1350;13026;-143808;1790560;-24782400
66923;1;3;4;8;10;11;0;0;0;0;0
66927;21;110;581;3070;16227;85776;453423;2396868;12670261;66977242;354053617
66929;3;5;7;11;17;23;37;41;47;101;137
66930;1;1;1;3;2;4;16;9;12;27;125
66931;1;1;3;15;94;670;5199;42879;370532;3324129;30770131
66933;21;22;43;65;173;238;411;649;27669;28318;55987
66934;1;7;33;523;13393;671285;69959124;13256354590;5115080000000;0;0
66937;1;11;13;17;19;23;29;31;37;41;43
66940;2;7;25;115;670;4324;30657;229568;1775675;14156112;115500275
66942;1;7;19;37;88;640;5031;26752;151436;1596386;24274062
66946;1;1;7;7;19;19;37;43;61;73;91
66947;1;1;1;1;1;5;15;33;77;553;3895
66948;0;0;0;3;7;16;27;45;66;96;130
66950;0;2;4;5;6;7;8;12;18;20;22
66951;5764801;6975757441;282430000000;3512480000000;23811300000000;111429000000000;406068000000000;1235740000000000;3282120000000000;7837430000000000;17181900000000000
66952;2;3;8;5;12;7;16;27;10;33;24
66958;1;1;2;5;16;56;236;998;4544;20346;0
66959;5;8;4;2;0;4;1;8;3;7;6
66960;0;15;59;132;234;365;525;714;932;1179;1455
66961;3;6;1;1;4;8;1;0;5;3;9
66963;1;3;5;7;13;15;17;27;33;35;37
66964;1;3;6;15;28;66;122;266;503;1027;1913
66965;0;1;2;3;4;5;6;7;8;9;0
66969;1;4;9;17;29;45;65;88;113;143;178
66977;0;-2;-2;-3;-24;30;-1584;18648;-417024;9009792;-234809280
66980;0;1;3;4;7;9;11;14;17;19;23
66986;2;20;120;698;4080;24074;141856;833758;4909544;28899922;170120402
