Id;Sequence;Sequence;Sequence;Sequence;Sequence
72666;24;576;11332;233756;4805140
72667;1;1;2;3;6
72669;1;3;6;10;15
72671;2;4;6;8;50
72672;1;4;5;115;148
72673;2;2;3;3;3
72677;1;3;6;9;1
72679;1;2;3;4;4
72684;1;3;8;34;380
72686;2;3;6;10;12
72687;1;2;5;14;47
72690;1;2;5;11;24
72691;1;22;-27;-18;-94
72692;3;6;17;42;102
72693;0;1;-2;0;-8
72694;1;2;2;3;4
72699;2;5;79;101;359
72700;0;0;2;6;2
72703;6040;14040;22040;30040;38040
72705;8;27;512;729;2744
72708;1;7;42;252;1512
72709;2;10;12;28;42
72710;2;11;11;2;238
72711;2;2;2;3;5
72712;0;2;5;0;1
72714;4;9;14;19;24
72715;1;1;5;5;11
72716;1;1;3;2;5
72718;0;1;16;162;1536
72719;2;2;2;1;3
72720;4;2;6;1;4
72723;1;1;9;99;2862
72727;1;1;5;40;355
72729;1;37;1332;47952;1726272
72730;1;0;1;1;0
72732;1;1;1;1;0
72733;0;0;1;0;0
72734;1;7;252;41580;29729700
72735;0;0;1;4;7
72736;1;1;1;1;1
72737;4;8;52;304;1052
72739;0;1;1;3;1
72741;2;11;17;47;71
72743;2;2;3;3;4
72744;1;0;1;1;0
72745;1;2;3;4;5
72748;1;27;223;1887;16103
72749;1;0;0;0;0
72753;1;6;28;140;270
72756;21;441;6768;99721;1492864
72761;38;79;125;140;155
72767;1;3872;2607264;692097472;98661128896
72768;2;3;4;6;8
72772;6;9;4;6;2
72773;1;0;1;1;1
72780;1;1;2;4;14
72781;0;1;4;9;32
72783;6;15;25;36;48
72786;1;1;2;2;2
72787;3;5;22;32;74
72788;1;1;2;5;7
72789;1;1;2;6;21
72790;1;1;4;9;4
72791;1;3;14;65;251
72793;1;0;1;0;0
72801;0;1;0;1;2
72802;1;0;2;2;12
72803;13;37;73;181;337
72804;1;2;3;4;5
72807;1;2;3;4;4
72809;2;3;95;136413;20353685213
72810;-1;69;140;210;280
72812;1;0;1;0;9
72813;1;23;159;895;4607
72815;3;6;7;12;13
72816;1;7;42;252;1512
72817;0;0;1;2;6
72820;1;8;57;58;59
72821;1;44;1934;84920;3724876
72823;0;0;0;0;0
72827;1;3;9;37;111
72828;0;16;1458;196608;39062500
72831;1768;1796;1836;1864;1892
72832;0;1;-1;4;-18
72835;1;3;17;203;5473
72837;0;1;2;3;8
72838;0;9;2;22;419
72840;0;0;1;2;3
72841;1;2;4;5;6
72844;2;3;1;8;1
72845;2;8;32;384;1536
72847;1;0;2;1;8
72848;18332;2903185;855879499;2,15433E+11;4,39608E+13
72849;6;12;30;84;246
72851;1;1;1;1;2
72853;3;21;144;1085;8685
72856;1;7;39;216;1274
72857;1;15;210;2940;41160
72859;0;6;12;36;48
72861;818;838;878;886;889
72863;1;4;5;7;16
72864;1;0;1;1;2
72865;1;4;1485;75503872;1,01725E+15
72867;41;421;4261;426161;42616181
72871;1;3;4;6;7
72872;1;1;4;7;12
72874;1;2;3;7;20
72875;1;2;113;228;12881
72876;8;28;28;90;140
72879;0;3;5;9;11
72880;8;540;317656;1630978608;7,19529E+13
72881;2;11;89;101;163
72882;1;5;25;40;65
72883;1;5;20;80;320
72888;2592;34425;35721;312325;344250
72893;19;37;61;71;103
72896;2;17;227;2309;21391
72897;0;1;0;0;2
72898;1;2;3;2;5
72905;32;48;16;56;8
72909;0;1024;32768;248832;1048576
72910;1;0;1;1;-2
72914;1;3;12;34;99
72915;0;0;0;0;0
72916;49;64;81;121;144
72917;1;3;5;113;181
72918;1;17;25;31;1495
72920;1;3;5;7;9011
72922;0;1;1;1;2
72924;1;1;2;4;10
72926;1;2;7;1;3
72927;2;2;3;3;5
72931;1;1;2;6;19
72933;1;2;0;0;2
72934;2;4;8;16;22
72936;1;1;6;7;3
72937;1;0;0;1;0
72945;1;2;3;4;5
72947;1;0;2;2;6
72951;1;1;4;7;7
72952;0;1;2;2;3
72953;1;1;1;1;1
72955;1;1;1;1;2
72957;1;2;3;6;14
72959;26;614;14520;315378;7272142
72960;1;1;1;3;4
72961;0;0;0;0;0
72962;5;165;3209;53233;904175
72963;2;7;31;401;90481
72965;0;1;4;11;23
72966;0;0;34;5395;2083264
72968;10011001;10025001;10052001;10088001;10100101
72971;1;2;5;3;7
72972;2;6;20;74;286
72974;1;2;2;3;3
72975;2;15;36;39;46
72976;677;1353;2029;2705;3381
72977;2;4;48;1128;34320
72978;1;25;402;5306;62699
72980;0;1;0;25;0
72981;28;11;4;1;1
72983;1;1;2;1;4
72988;1;29;73;133;209
72990;1;2;6;19;72
72992;1;1;1;1;1
72994;1;3;5;9;13
72995;17546133;32613656;93568867;107225764;109255734
72996;7;17;107;137;197
72997;1;2;8;32;163
73001;1;5;10;18;25
73002;4;35;66;97;128
73005;0;1;1;1;1
73006;1;1;2;2;6
73008;1;19;415;10147;261331
73011;98;824;7349;62033;589613
73012;5;22483;4,50238E+11;1,29945E+13;2,60224E+20
73014;1;2;0;1;2
73016;2;23;37;53;67
73017;2;50;906;247986;4072138
73018;29;101;109;149;173
73019;1;1;1;3;1
73023;0;1;4;8;18
73024;1;1;1;1;5
73025;1;8;48;128;480
73026;10;17;27;38;51
73027;54;59;61;67;72
73029;1;1;1;1;1
73030;1;2;3;4;5
73033;2;11;19;29;43
73041;1;5;8;6;-4
73042;1;4;-8;-26;424
73043;1;1;5;17;59
73044;1;2;3;1;4
73046;0;2;2;1;1
73049;0;0;90;3017084995;2,0239E+18
73050;0;1;1;2;3
73052;2;3;5;6;7
73054;80;998;17676;505798;23451600
73055;1;1;2;5;17
73056;1;1;1;2;2
73058;1;2;40;1632;140128
73059;0;1;31;301;1701
73060;7;13;19;37;61
73062;1;1;11;49;59
73064;1;1;1;1;11
73067;0;1;2;3;4
73068;1;1;2;2;4
73069;1;4;33;136;1121
73074;1;2;6;24;120
73076;0;1;6;39;316
73079;1;6;5;1;9
73080;0;0;1;5;2
73081;1;1;3;15;96
73085;3;5;6;7;15
73086;1;2;3;5;9
73088;1;73;721;6553;59041
73090;0;1;5;10;31
73094;1;8;216;288;54000
73096;0;0;0;0;0
73098;252;1304;3408;5277;7873
73102;0;2;8;320;27584
73104;97;271;503;619;677
73105;1;4;9;25;49
73107;13;21;33;54;88
73109;10;37;145;577;2305
73110;1;1;19;235;3181
73114;9;6;2;4;2
73120;7;28;162;268;596
73122;1;1;1;2;1
73123;1;32;7776;248832;777600000
73125;13;2;2;2;26
73126;0;2;20;200;202
73128;1;1;1;1;1
73129;0;0;0;0;1
73130;1;1;1;2;4
73134;1;4;36;48;1800
73135;0;1;1;1;1
73136;3;8;49;259;1478
73138;1;0;9;9;5
73140;1;3;8;16;31
73142;1;1;1;7;5
73143;2;4;4;8;4
73145;1;2;3;11;344
73155;2;3;5;6;7
73156;1;8989;213445;1651609;7544041
73157;1;2;7;27;115
73160;0;1;0;512;1
73162;8;242;6798;193809;5501288
73164;1;2;7;10;25
73167;2450;2827442;3420650;131091050;607597850
73169;5;7;9;12;20
73170;1;1;1;2;3
73172;1;0;3;2;12
73176;1;1;4;9;26
73178;4;1;2;3;8
73186;2;4;1;9;2
73187;0;1;1;1;1
73188;1;40;2464;229760;30633856
73192;0;0;6;-240;9540
73195;14;33;46;62;87
73198;1;1;4;13;64
73200;1;-1;1;1;-2
73201;0;4;12;20;24
73205;99;298;149;448;224
73207;2;-1;-7;18;-13
73209;1;1;1;3;7
73211;2;3;5;6;8
73212;1;2;3;4;6
73213;0;1;2;3;4
73214;1;-2;1;-2;-2
73215;33;1089;14265;185351;2065977
73217;4;5;20;21;68
73219;1;13;37;949;4501
73220;3;7;10;14;18
73221;1;4;22;103;487
73222;1;2;4;5;6
73225;1;2;4;9;24
73226;1;0;-511;-19682;-262143
73227;1;2;3;4;7
73228;9;15;25;27;33
73230;1;1;1;4;28
73237;0;6;24;30;36
73239;0;0;0;1;1
73240;0;0;0;0;0
73241;-1;2;8;32;96
73242;0;0;2;2;6
73245;242852;4566666;94983268;1616210763;33301704234
73246;4;16;729;16;64
73248;1;3;5;15;67
73251;1;2;13;35;178
73252;1;0;5;8;6
73253;0;1;39;51;81
73258;2;3;5;7;17
73260;0;2;0;2;4
73261;1;2;4;7;14
73264;2;5;7;13;19
73270;37;337;32233;32257;32353
73272;0;3;9;20;33
73273;27;1;5;1;54
73274;0;1;4;2;3
73275;1;1;2;1;2
73276;1;2;3;5;10
73277;1;0;0;1;1
73281;1;-2;4;-8;7
73283;3;2;1;3;7
73284;1234657;1245763;1246537;1246573;1247563
73285;1;1;1;2;1
73286;1;20;21;28;28
73287;0;0;0;0;1
73294;1;1;-1;-11;-25
73297;2;3;5;7;13
73301;179;233;467;521;739
73308;2;3;5;7;22
73310;0;0;0;0;0
73315;6;18;72;324;1556
73316;1;2;6;24;120
73317;1;4;54;1268;47160
73320;151;367;3307;4987;20101
73321;1;2;6;699;4E+13
73326;6;1243;1427084;9207834547;3,32948E+14
73327;7;63;503;4017;32123
73331;1;1;1;1;1
73332;3392;130944;5113920;199644672;7794298816
73334;1;1;0;1;0
73335;8;11;14;16;19
73336;0;1;4;14;52
73344;1;3;6;11;18
73346;7;79;89;97;787
73348;3;90;210;1575;2079
73354;11;1331;153351;17355371;1937557391
73355;2;3;5;6;7
73357;1;2;3;4;5
73358;1;3;5;7;9
73361;2074;2113;2179;2914;3111
73363;311;911;1151;2521;2999
73367;1;1;5;17;61
73368;1;153;301;517;825
73369;2;5;11;29;83
73373;1;2;3;7;11
73374;28;29;550;1679;10624
73375;1;1;1;1;3
73376;81;27;9;27;27
73377;1;70;33607;56904056;2,49805E+11
73378;1;1;1;1;1
73380;4;3;2;1;0
73382;1;3;7;27;106
73384;1;1;2;5;18
73388;1;2;4;8;16
73389;1;1;2;2;8
73394;29;30;59;89;237
73399;1;50;1580;41020;964470
73400;1;1;1;1;7
73401;1;0;0;0;6
73402;5;4;7;5;5
73404;0;3;1;1;3
73405;2;4;6;8;11
73406;1;2;7;67;5623
73408;1;2;5;3;30
73409;7;47;42131;23763863;1,92066E+11
73410;0;1;1;1;3
73411;1;4;5;9;10
73414;21;63;147;189;441
73415;1;3;7;5;25
73418;1;0;1;1;9
73420;15;35;51;57;75
73421;0;0;1;0;4
73422;4;14400;29016000000;3,56462E+19;2,72307E+31
73426;1;2;3;4;5
73428;7;26;63;124;215
73429;0;1;0;1;0
73430;3;5;5;11;17
73434;1;1;1;1;1
73436;1;1;1;1;1
73437;1;6;41;298;0
73441;1;0;0;56;606
73442;1;0;0;0;0
73443;1;-3;3;1;-6
73445;14;196;490;1225;8575
73446;1;1;2;12;72
73448;0;1;3;7;3
73449;0;1;0;1;0
73453;1;2;3;4;5
73454;1;5;27;139;715
73456;2;3;5;7;8
73457;1;10;102;1020;1020
73460;0;0;2;14;74
73461;0;0;1;0;1
73465;252;491953;608893191;6,47486E+11;7,10826E+14
73468;1;1;7;5;31
73471;1;1;1;1;1
73472;1;1;1;2;2
73473;73;149;263;491;643
73476;941;25169;169144121;3,02529E+11;1,10251E+14
73478;0;0;0;0;1
73479;1;8;50;57;64
73486;1;336;5630688;4,63518E+12;1,87035E+20
73487;9;33;91;119;133
73496;32;98;176;242;296
73498;0;374;96296;88806660;6660088800
73499;10010;100010;100110;110010;1000010
73500;1;0;0;0;6
73501;1;2;8;40;228
73502;1;12;123;1234;14325
73504;1;2;6;74;2942
73505;1;1;3;8;26
73506;2;1;3;2;4
73507;0;0;1;0;0
73508;1;13;61;133;613
73510;1;4;22;134;866
73513;3;7;1123;7489;0
73516;110;131;231;252;352
73517;16;21;25;50;66
73518;2;20;92;16;1056
73520;1;2;45;43968;6358196250
73524;1;1;1;1;1
73527;-38;-37;-36;-35;-34
73529;0;0;8;7;7
73530;4;9;16;25;49
73531;1;1;2;3;5
73533;15;56;591;5950;48677
73534;1;-6;176;-12016;1469696
73535;1;1;1;2;3
73536;1;3;60;20160;259459200
73542;1;1;1;1;2
73545;3;7;8;11;15
73546;1;3;4;5;6
73551;1;5;6;17;40
73552;1;1;2;4;12
73556;11;61;13;809;3
73557;1;3;7;13;15
73558;1;1;0;0;0
73559;23;11;23;23;17
73563;1;2;4;7;11
73566;1;86;3655;102340;2123555
73573;1;2;5;9;14
73575;0;0;1;0;1
73579;0;1;0;3;12
73580;1;3;8;6;2
73583;1;2;7;11;26
73585;-5;16;10159;143824;867211
73586;3;4;8;22;64
73587;1;2;1;3;3
73588;1;2;1;5;10
73590;10077696;10604499373;5,12E+11;7,6256E+12;6,0717E+13
73591;9;8;6;6;0
73594;1;64;4124;142108;4401184
73597;1;1;2;9;96
73599;2;3;5;21;55
73601;18;8;10;12;14
73602;1;2;0;1;1
73604;3;4;5;6;40
73605;1;2;3;6;7
73606;4;4;8;12;4
73608;1;2;6;10;19
73611;1;2;9;35;167
73612;3;9;13;25;49
73616;1;1;2;1;2
73619;86;68;43;58;44
73622;1;0;6;18;288
73624;1;2;3;4;6
73628;8;33;120;360;1134
73629;1;1;1;1;2
73635;1;3;6;10;15
73636;0;1;3;4;5
73637;5;1;2;8;3
73638;1;12;123;1234;12345
73639;2;5;19;43;59
73640;1;3;4;8;11
73642;0;1;6;37;260
73644;1;1;3;7;13
73645;1;34;51;84;204
73646;177147;31381059609;8,64976E+12;3,50278E+14;5,55906E+15
73647;1;0;1;1;2
73648;1;35;1190;40460;1375640
73649;1;16;125;16;1024
73651;0;0;2;3;7
73653;252;1127;4977;22736;105813
73654;8;5383;273976272;1,04307E+15;2,96756E+23
73658;1;22;462;9702;203742
73660;1;3;0;1;0
73665;12;16;40;44;64
73667;7;13;13;25;33
73669;1;2;9;205;24901
73674;121;133;259;365;703
73676;1;10;-478;-16340;665452
73677;1;2;2;6;4
73681;1;56;200704;46036680704;6,75821E+17
73682;1;20;150;700;2450
73683;0;1;131584;193739769;34360262656
73685;1;1;3;19;725
73690;510;642;710;742;782
73691;1;8;50;301;1808
73694;3;28;126;396;1001
73695;1;0;1;3;9
73697;7;13;7;-11;-41
73699;1;3;4;6;8
73700;1;2;3;4;5
73703;30;420;27720;1531530;58198140
73705;1;4;4;3;14
73709;87;95;110;118;133
73712;1;15;210;2940;41160
73713;1;1;2;2;1
73714;1;31;643;11155;174811
73717;1;9;1;9;5
73718;1;8;9;27;28
73719;1;10;99;972;9477
73723;1;4;52;9082;98800528
73724;1;7;35;181;933
73728;0;6;42;166;612
73729;4;8;24;12;40
73731;1;23;25;53;297
73732;4;6;12;12;24
73735;41;233;617;809;937
73736;1;1;1;1;2
73739;3;15;93;645;4737
73740;0;1;2;2;2
73741;0;1;10;100;1000
73742;1;2;3;7;12
73743;1;6;144;13824;5308416
73744;2;-3;4;-20;-130
73746;1;1;1;2;1
73751;61;307;389;881;1291
73753;1;1;2;2;4
73757;1;1;2;4;10
73758;5;50;52;89;118
73759;1;3;17;83;427
73760;0;1;8;5;0
73761;1;2;3;4;5
73762;1;3;8;10;18
73765;1;4;7;10;13
73769;6913548721;11396574289;13842496537;14872531669;16952474813
73770;13;44;132;368;976
73771;0;0;0;0;0
73772;0;1;0;1;0
73773;7;13;37;2053;1,40737E+14
73778;0;0;1;1;3
73780;1;2;4;5;10
73781;0;0;1;0;0
73785;6;11;15;19;21
73787;0;2;2;1;2
73788;1;77;1848;24024;210210
73790;-1;-1;5;47;203
73791;0;1;3;2;7
73792;0;0;0;0;0
73795;1;3;17;158;2798
73796;2;18;40;120;157
73800;1;0;0;0;8
73801;1;8;28;144;656
73802;0;0;0;6;72
73804;0;0;0;0;0
73805;0;0;1;-3;5
73806;1;26;650;16250;406250
73807;1;11;32;84;209
73808;3;6;11;16;25
73811;1;1;1;4;8
73814;0;1;1;3;1
73815;645;25761;212421;332949;656601
73817;1;2;6;22;85
73818;1;19;39;58;329
73819;2;3;5;7;13
73820;6;12;10;24;14
73822;2;8;18;47;118
73823;5;8;10;11;17
73826;0;1;2;4;6
73828;4;8;36;44;72
73832;1;0;1;2;0
73833;2;7;9;11;13
73836;2;8;2;3;4
73841;1;15;2;17;37
73842;0;0;1;1;2
73844;0;0;0;0;0
73847;1;2;2;3;18
73848;2;3;61;193;15121
73849;11;62;303;1461;2002
73854;1;1;0;-1;0
73855;199;1499;4397;4679;7829
73856;11;22;33;44;55
73860;2;1;4;4;13
73861;3;3;1;3;2
73862;5;10;13;14;17
73864;5;5;20;60;210
73865;1;2;3;4;3
73866;1;2;1;3;2
73868;0;0;48;576;4752
73871;14;18;85;51;6
73872;3;7;8;31;32
73875;1;3;11;70;629
73877;100;106;112;119;126
73878;1;2;4;6;12
73879;1;1;4;28;292
73881;1;5;13;55;245
73883;4;8;10;12;15
73885;26;65;91;121;133
73886;2;2;2;2;3
73887;4;9;5;5;9
73890;1;5;17;92;1017
73892;1;1;3;1;4
73893;1;8;15;24;56
73894;2;3;6;14;46
73896;1;1;4;1;2
73902;1;7;30;120;481
73903;1;1;2;2;4
73904;1;1;4;4;5
73907;3;7;29;31;0
73910;3;3;2;4;3
73911;720;5040;5760;10080;20160
73926;1;8;41;128;313
73928;0;0;1;4;10
73931;2;3;5;17;41
73932;1024;1458;2240;3744;5642
73934;1;1;9;169;6513
73935;1;3;22;70;81
73938;3;9;24;63;153
73939;0;1;6;16;40
73941;43;73;103;109;139
73946;3;12;28;63;112
73949;12;15;27;72;93
73951;1052688;1052690;1052691;1052692;1052693
73952;0;0;5;7;11
73953;4;24;34;44;54
73954;1;1;1;2;2
73956;5;12;19822;281984;548600
73959;9;27;27;81;123
73961;1;2;9;14;35
73962;0;2;4;5;7
73965;6;14;21;24;28
73967;6;15;20;28;45
73969;1;2;3;5;7
73973;1;2;0;3;2
73974;1;1;1;1;3
73975;11;41;251;491;641
73979;1;2;5;14;40
73980;0;1;0;6;4
73982;1;1;2;3;10
73983;0;1;1;1;4
73985;1;1;5;17;63
73988;3;10;42;190;882
73990;0;0;2;3;11
73991;0;8;2667;9939400;2,68482E+11
73994;1;-1;0;2;-3
73995;1;3;15;72;348
74002;24;128;648;3160;14984
74004;1;4;3;7;5
74005;19;7219;462739;509;129229
74008;1;4;5;9;10
74010;94;461;532;714;818
74011;1;12;42;92;162
74013;1;1;1;1;1
74015;1;0;-1;0;1
74016;1;2;3;5;5
74022;3;9;20;33;54
74027;399;407;471;559;584
74029;1;2;8;16;128
74031;1;1;2;9;70
74032;0;0;0;0;1
74033;1;4;20;116;740
74034;1;27;481;7191;98161
74035;1;1;2;3;3
74036;14;5;6;2;71
74038;0;1;2;3;4
74039;114;12996;423074;9787958;288040928
74040;0;1;2;3;5
74048;2;7;24;82;280
74053;1;4;5;8;11
74059;0;10;20;30;40
74062;5;65;1729;635318657;0
74064;1;1;4;7;16
74069;2;5;6;7;8
74073;1;0;3;4;10
74075;5;95;216;566;728
74076;2;10;48;243;1326
74077;12;21;26;34;62
74078;2;1;3;3;1
74079;1;9;84;758;6823
74080;1;2;6;28;212
74081;2;2;2;2;2
74083;1;49;2352;112896;5419008
74084;1;2;4;5;7
74086;1;0;1;-1;-1
74087;1;-1;-2;-1;-2
74088;2;11;66;347;1780
74089;1;4;5;7;8
74091;1;0;2;-3;16
74093;1;3;7;11;26
74096;9;9;9;8;4
74097;3;1;9;3;6
74100;12;21;122;221;1222
74103;2;0;-80;1344;256768
74104;1;33;60;1084;1209
74105;0;64;112;58081;1319409
74106;2;9;104;67121;64711810997
74110;2;3;41;89;251
74112;1;2;3;4;5
74115;1;1;0;-1;0
74116;2;1;2;2;1
74118;1;0;1;1;3
74120;1;1;1;2;3
74124;0;0;77904;3,10618E+12;1,01367E+24
74126;0;1;2;0;1
74128;1;1;5;15;45
74129;1;3;2;7;6
74131;0;1;5;9;15
74132;1;15;150;1175;7875
74133;9;49;169;225;625
74135;2;3;7;23;43
74140;1;4;32;384;10240
74144;0;8;6;4;2
74146;1;1;3;4;8
74148;3;-42;393;-3240;24999
74149;252;616;5445;5775;8888
74151;39;97;207;429;869
74155;5;6;7;8;9
74160;6;12;8;6;13
74162;7;2520;7380816;1,78971E+11;3,58128E+16
74163;5;18;32;46;60
74164;8;111;1562;8119;128103
74165;0;2;22;1250;168193
74166;1;20;21;31;32
74167;1;1;5;13;59
74168;0;1;15;76;234
74172;9;10;15;24;30
74174;48;512;540;1000;1836
74176;2;13;18;20;25
74180;1;1;3;12;61
74182;1;5;17;73;273
74184;15625;4826809;85766121;594823321;2565726409
74185;1;0;1;0;1
74187;0;1;5;8;16
74189;1;11;101;1001;10101
74190;8;28;89;234;512
74191;0;0;5;14;69
74194;1;0;1;0;1
74195;1;-2;2;-4;8
74196;421845123;16780890;421845123;16780890;421845123
74198;1;1;1;1;2
74199;2;148;41618;16699380;8039989002
74200;2;2;1;2;1
74201;0;1;5;10;11
74205;1;4;52;1144;35464
74207;4;18;21;33;39
74208;5;7;17;19;29
74209;0;4;108;3500;117912
74210;1;1;2;5;18
74211;3;5;39;195;19637
74212;1;3;5;9;11
74216;21;5536;940432;174911750;32001129185
74219;1523;1447;1373;1301;1231
74220;1;16;1053;111616;19188125
74221;1;1860;613242;79599444;5571626466
74222;2;14;44;135;230
74224;0;1;2;3;12
74230;3;13;23;43;53
74231;6;8;10;12;14
74236;5;420;28560;1855040;0
74238;1;0;-2;-3;8
74241;1;3;10;36;130
74242;1;3;2;2;5
74244;1;10;2;100;19
74247;1;-2;6;-14;36
74251;2;3;5;10;30
74253;1;2;200;201;202
74256;1;1;4;16;112
74257;37;101;107;109;131
74258;2;10;28;110;182
74260;1;15;31;575;736
74264;21;441;5917;95299;1507355
74265;1;1;3;2;6
74267;1;435848050;1,70967E+17;6,63272E+25;2,57004E+34
74271;0;7;9;8;4
74272;18;54;18;36;54
74274;78;108;142;180;222
74275;1;2;3;6;15
74276;1;1;1;-1;1
74281;0;15;61;138;246
74285;0;0;0;2;18
74286;6;58;1825;5774;57735
74287;0;1;2;1;-12
74289;1;1;1;5;6
74290;2;0;2;0;2
74291;2;22;482;4832;0
74292;3;3;3;9;3
74300;1;2;2;5;2
74303;17;113;241;337;401
74306;7;557;5557;555557;5555555557
74307;0;1;8;78;960
74309;0;0;0;1;26
74311;1;1;2;1;2
74314;1;0;1;2;0
74315;1;3;6;10;15
74316;1;3;18;105;606
74317;0;1;4;18;80
74322;1;1;6;16;6
74323;1;2;4;5;8
74328;0;40;901;1077;1281
74329;1;1;1;1;2
74330;1;-1;13;-173;12409
74333;0;1;0;3;0
74334;0;8;64;216;512
74336;2;5;18;39;108
74338;1;9;11;91;109
74339;4;8;24;90;114
74342;1;2;3;4;5
74343;1;2;3;4;5
74346;8;35;80;143;224
74347;1;31;930;27900;837000
74348;0;1;2;0;3
74350;0;1;1;1;1
74351;5;140;15625;9769365;30519531500
74355;0;1;70;2;47
74357;1;1;5;1;13
74358;0;1;3;8;13
74360;1;7;2067;26587217;1,47499E+13
74361;4;2;8;0;8
74362;1;1;8;66;768
74363;1;1;5;66;1735
74364;11;181;401;521;619
74366;1;2;20;924;184756
74368;1;2;2;8;4
74371;1;1;2;2;3
74372;2;3;7;13;30
74373;1;1;2;1;2
74374;9;21;57;63;69
74378;27;55;85;113;143
74382;19;24;43;48;62
74383;1;1;1;0;0
74384;1;1;1;1;1
74385;1;26;378;4060;35960
74387;1;1;6;120;4845
74391;2;3;5;7;17
74394;32;113;326;888;2278
74395;0;1;3;7;12
74397;76;11989;2091817;372713728;66750320449
74398;0;0;1;0;1
74399;1;-1;0;1;-1
74404;1;2;13;53;169
74405;3;5;0;5;9
74406;8;40;114;248;460
74407;1;-2;15;-594;-5187
74409;2;41;43;103;109
74410;1;17;577;19601;665857
74411;1;6;39;393;7737
74412;0;0;0;0;1
74414;2;3;5;7;9
74416;2;208;680832;13382891520;9,00037E+14
74419;1;11;21;31;41
74420;0;2;20;200;2000
74423;0;1;6;348;28140
74426;1;2;5;14;37
74429;1;3;3;6;31
74432;1;0;2;5;16
74434;1;6;46;47;48
74437;92;180;332;486;536
74440;0;0;1;0;1
74442;1;-6;24;-30;-72
74445;2;3;2;3;2
74446;27;36;81;72;135
74448;1;99;5503;247759;10056959
74449;2;2;2;2;2
74458;1;3;7;9;21
74460;1;2;3;4;5
74462;1;2;3;2;1
74463;17;32;35;73;83
74465;4;36;232;1308;6808
74467;1;10;65;340;1555
74468;0;2;6;36;260
74470;1;2;3;4;5
74473;13;103;463;643;877
74477;1;1;3;9;23
74481;2;3;7;31;127
74482;0;1;-1;5;-18
74483;2;12;90;756;6642
74486;1;1;1;1;1
74490;1;22;462;9702;203742
74493;1;1;0;1;7
74494;1;1;2;1;1
74495;1;1;1;2;5
74496;1;5;19;23;25
74498;85831;482272;2425600;11370998;50869482
74499;23;47;51;83;87
74500;1;2;5;18;70
74502;2;2;3;7;1009
74504;0;0;0;0;1
74506;2;3;5;7;11
74507;16;96;168;47880;85680
74510;0;11;0;211;131
74511;1;3;18;180;12
74514;1;7;125;17084;8608738
74516;0;1;3;2;8
74518;2;4;25;408;18003
74519;1;2;1;5;3
74521;1;7;4;2;0
74527;1;-1;7;-75;1089
74530;42;477;2241;6846;16380
74532;1;2;6;24;119
74533;11;12;275;287;6589
74535;2;5;6;73;1547
74537;113;227;569;683;797
74538;3;6;0;8;4
74539;2;1;7;6;41
74540;1;-4;2;4;-8
74541;1;-1;-1;-8;-16
74543;1;2;3;5;6
74546;1;4;7;10;25
74548;1;1;2;3;5
74552;0;0;0;0;8
74554;4;3;1;5;7
74555;1;-1;9;-249;13297
74556;10;49;83;111;126
74557;0;351;119340;40575249;13795465320
74558;0;0;1;3;1
74562;0;24;96;216;384
74564;2;3;7;36;54
74565;16;243;6250;50421;805255
74569;21;231;749;8051;45801
74570;1;1;1;1;4
74574;3;14;137243;5;6821
74575;0;0;1;3;12
74581;0;1;5;9;17
74582;233017;466034;699051;932068;1165085
74583;2;7;46;214;1065
74584;105;165;195;1155;1365
74586;0;0;0;0;1
74587;1;256;7,20576E+16;0;0
74588;1;-1;0;1;0
74589;1;2;4;6;12
74590;3;3;31;4;31
74593;1;-1;-7;279;-5167
74599;1;0;-2;2;1
74603;0;1;1;2;1
74604;1;1;2;3;6
74605;1;35;2310;150590;7083180
74606;4;6;10;18;24
74607;1;3;11;37;129
74609;1;1;2;2;4
74610;3;5;7;29;23
74612;2;6;18;100;794
74613;721;724;756;757;759
74616;2;7;23;47;73
74618;3;569;1747;5107;6947
74620;4;12;12;36;12
74621;0;0;0;0;0
74623;1;1;1;1;1
74624;1;2;2;3;4
74625;1;4;48;960;26880
74632;1;1;1;1;1
74633;1;0;0;0;2
74635;1;1;3;7;25
74638;0;0;0;1;1
74641;1;3;8;18;35
74642;5;6;8;8;6
74643;2;3;5;7;9
74644;3,31113E+15;5,73442E+24;1,90098E+31;2,13149E+36;8,63256E+43
74649;1;2;6;24;120
74652;1;2;3;4;6
74653;3;29;22619;837929;3835259
74655;1;0;0;0;0
74656;11;101;181;1181;1811
74657;0;1;3;6;-2
74658;14;29;30;50;54
74659;2;5;7;10;13
74661;1;2;2;6;13
74663;10;11;21;32;85
74666;7;11;263;4007;62507
74667;26;33;99;260;264
74670;1;2;5;6;13
74672;15;8731;12662226;19622872903;3,05252E+13
74674;1;3;7;23;70
74675;1;36;1260;44100;1543500
74677;1;0;3;2;23
74678;1;0;0;0;0
74682;20;50;117;180;200
74686;1;439;100349;100361;100363
74687;0;1;4;49;792
74688;1;2;18;2270;3678482
74689;0;17;610;6433;37366
74693;1;1;1;1;9
74695;1;5;3;14;11
74697;5;79;537;1225;1095
74699;1;2;3;4;5
74700;1;1;5;6;23
74702;1;2;3;4;5
74704;1692;1809;1902;1908;1920
74707;1;7;1;56;21
74708;2;3;5;7;11
74716;7;49;252;1036;3612
74717;1;1;2;3;6
74719;1;30;44;87;169
74720;22;484;6166;51136;310396
74723;2146141;2182897;2954773;3199813;3224317
